,video_name,question,answer_number,question_id,question_type,a0,a1,a2,a3,answer
763,M1GW9_0.2_5.2,Which object was taken by the person?,1,Interaction_T1_6589,Interaction_T1,The clothes.,The pillow.,The cup/glass/bottle.,The food.,The pillow.
764,M1GW9_13.5_23.5,Which object was thrown by the person?,1,Interaction_T1_6591,Interaction_T1,The broom.,The pillow.,The clothes.,The shoe.,The pillow.
765,EO6OI_18.6_27.6,Which object was washed by the person?,0,Interaction_T1_6616,Interaction_T1,The table.,The clothes.,The dish.,The window.,The table.
766,EO6OI_33.6_38.9,Which object was taken by the person?,2,Interaction_T1_6617,Interaction_T1,The shoe.,The pillow.,The broom.,The phone/camera.,The broom.
767,EO6OI_40.6_45.7,Which object was put down by the person?,0,Interaction_T1_6618,Interaction_T1,The broom.,The picture.,The food.,The dish.,The broom.
768,L7HA6_27_32.9,Which object was put down by the person?,3,Interaction_T1_6621,Interaction_T1,The sandwich.,The laptop.,The book.,The phone/camera.,The phone/camera.
769,ARCUY_36_41.5,Which object was put down by the person?,0,Interaction_T1_6640,Interaction_T1,The pillow.,The bag.,The dish.,The towel.,The pillow.
770,8G9A9_1.9_7.8,Which object was taken by the person?,1,Interaction_T1_6651,Interaction_T1,The cup/glass/bottle.,The laptop.,The bag.,The broom.,The laptop.
771,8G9A9_17.8_22.7,Which object was opened by the person?,1,Interaction_T1_6652,Interaction_T1,The bag.,The laptop.,The refrigerator.,The door.,The laptop.
772,8G9A9_22.1_27.6,Which object was closed by the person?,2,Interaction_T1_6653,Interaction_T1,The book.,The refrigerator.,The laptop.,The box.,The laptop.
773,A0ZW3_20.9_26.2,Which object was opened by the person?,3,Interaction_T1_6682,Interaction_T1,The door.,The refrigerator.,The window.,The laptop.,The laptop.
774,L8Y8D_47.8_56,Which object was closed by the person?,3,Interaction_T1_6699,Interaction_T1,The box.,The laptop.,The book.,The refrigerator.,The refrigerator.
775,6VF2L_23.1_30.9,Which object was taken by the person?,3,Interaction_T1_6707,Interaction_T1,The pillow.,The broom.,The bag.,The blanket.,The blanket.
776,JF36Q_0_7.8,Which object was closed by the person?,1,Interaction_T1_6708,Interaction_T1,The box.,The window.,The closet/cabinet.,The door.,The window.
777,JF36Q_25.4_31,Which object was closed by the person?,1,Interaction_T1_6709,Interaction_T1,The closet/cabinet.,The laptop.,The refrigerator.,The door.,The laptop.
778,80E3X_0_6.9,Which object was lied on by the person?,3,Interaction_T1_6736,Interaction_T1,The laptop.,The floor.,The sofa/couch.,The bed.,The bed.
779,F6A4W_7.1_15.8,Which object was thrown by the person?,0,Interaction_T1_6756,Interaction_T1,The shoe.,The clothes.,The broom.,The pillow.,The shoe.
780,F6A4W_8_15.1,Which object was taken by the person?,0,Interaction_T1_6757,Interaction_T1,The shoe.,The book.,The cup/glass/bottle.,The towel.,The shoe.
781,F6A4W_21.8_28,Which object was put down by the person?,2,Interaction_T1_6758,Interaction_T1,The clothes.,The phone/camera.,The dish.,The towel.,The dish.
782,AEUVY_16.4_22.9,Which object was put down by the person?,0,Interaction_T1_6787,Interaction_T1,The phone/camera.,The food.,The book.,The clothes.,The phone/camera.
783,KFC28_29.2_35,Which object was closed by the person?,2,Interaction_T1_6788,Interaction_T1,The laptop.,The window.,The closet/cabinet.,The door.,The closet/cabinet.
784,YVH4J_36.8_45.9,Which object was taken by the person?,3,Interaction_T1_6790,Interaction_T1,The cup/glass/bottle.,The food.,The laptop.,The paper/notebook.,The paper/notebook.
785,8DL54_20.3_27.8,Which object was closed by the person?,1,Interaction_T1_6798,Interaction_T1,The closet/cabinet.,The refrigerator.,The box.,The book.,The refrigerator.
786,PHH6B_2.1_7.6,Which object was taken by the person?,3,Interaction_T1_6808,Interaction_T1,The food.,The laptop.,The cup/glass/bottle.,The sandwich.,The sandwich.
787,CSLEP_0_6.1,Which object was lied on by the person?,3,Interaction_T1_6814,Interaction_T1,The door.,The floor.,The sofa/couch.,The bed.,The bed.
788,HFTEO_1.9_11.8,Which object was tidied up by the person?,2,Interaction_T1_6830,Interaction_T1,The table.,The broom.,The clothes.,The towel.,The clothes.
789,8VWV2_1.6_7.3,Which object was sat at by the person?,2,Interaction_T1_6834,Interaction_T1,The bed.,The sofa/couch.,The table.,The floor.,The table.
790,8VWV2_0_7.3,Which object was sat on by the person?,0,Interaction_T1_6835,Interaction_T1,The floor.,The sofa/couch.,The table.,The bed.,The floor.
791,8VWV2_52.5_58.3,Which object was put down by the person?,3,Interaction_T1_6836,Interaction_T1,The food.,The laptop.,The pillow.,The dish.,The dish.
792,SMMK4_10.5_16.2,Which object was taken by the person?,1,Interaction_T1_6841,Interaction_T1,The broom.,The cup/glass/bottle.,The paper/notebook.,The blanket.,The cup/glass/bottle.
793,BLIFO_2.4_10.8,Which object was tidied up by the person?,0,Interaction_T1_6855,Interaction_T1,The towel.,The clothes.,The table.,The closet/cabinet.,The towel.
794,BLIFO_1_9.1,Which object was opened by the person?,0,Interaction_T1_6856,Interaction_T1,The closet/cabinet.,The door.,The window.,The bag.,The closet/cabinet.
795,AWGMW_0_4.9,Which object was lied on by the person?,0,Interaction_T1_6857,Interaction_T1,The sofa/couch.,The floor.,The bed.,The closet/cabinet.,The sofa/couch.
796,J84TZ_0_4.5,Which object was lied on by the person?,3,Interaction_T1_6861,Interaction_T1,The floor.,The door.,The bed.,The sofa/couch.,The sofa/couch.
797,J84TZ_11.8_21,Which object was taken by the person?,2,Interaction_T1_6862,Interaction_T1,The dish.,The box.,The blanket.,The paper/notebook.,The blanket.
798,O2OUX_13.5_17.9,Which object was closed by the person?,1,Interaction_T1_6872,Interaction_T1,The box.,The laptop.,The door.,The book.,The laptop.
799,MC50M_5_11.1,Which object was taken by the person?,3,Interaction_T1_6889,Interaction_T1,The book.,The clothes.,The phone/camera.,The blanket.,The blanket.
800,A5XR5_13.8_19.4,Which object was taken by the person?,3,Interaction_T1_6892,Interaction_T1,The phone/camera.,The box.,The cup/glass/bottle.,The food.,The food.
801,HCM5Y_0_8.4,Which object was sat on by the person?,1,Interaction_T1_6903,Interaction_T1,The table.,The floor.,The bed.,The sofa/couch.,The floor.
802,RKGG5_6_10.7,Which object was thrown by the person?,2,Interaction_T1_6904,Interaction_T1,The food.,The clothes.,The broom.,The blanket.,The broom.
803,RKGG5_12.6_21,Which object was lied on by the person?,2,Interaction_T1_6906,Interaction_T1,The bed.,The refrigerator.,The sofa/couch.,The floor.,The sofa/couch.
804,C69Y1_11_16.7,Which object was closed by the person?,1,Interaction_T1_6920,Interaction_T1,The laptop.,The closet/cabinet.,The door.,The refrigerator.,The closet/cabinet.
805,59KH0_7.7_15.3,Which object was taken by the person?,1,Interaction_T1_6969,Interaction_T1,The towel.,The clothes.,The cup/glass/bottle.,The paper/notebook.,The clothes.
806,3GA59_16.9_21.7,Which object was taken by the person?,1,Interaction_T1_6970,Interaction_T1,The blanket.,The paper/notebook.,The dish.,The box.,The paper/notebook.
807,AXS82_13.7_19.2,Which object was closed by the person?,2,Interaction_T1_6975,Interaction_T1,The closet/cabinet.,The laptop.,The book.,The door.,The book.
808,AXS82_25.1_31,Which object was opened by the person?,3,Interaction_T1_6976,Interaction_T1,The door.,The book.,The laptop.,The refrigerator.,The refrigerator.
809,NE37I_16.1_22.2,Which object was taken by the person?,2,Interaction_T1_6982,Interaction_T1,The blanket.,The clothes.,The pillow.,The dish.,The pillow.
810,IWK2Y_5.5_11,Which object was taken by the person?,0,Interaction_T1_6990,Interaction_T1,The pillow.,The phone/camera.,The cup/glass/bottle.,The blanket.,The pillow.
811,6KIA4_17.5_24,Which object was washed by the person?,3,Interaction_T1_7007,Interaction_T1,The mirror.,The clothes.,The cup/glass/bottle.,The table.,The table.
812,6KIA4_0_4.1,Which object was taken by the person?,2,Interaction_T1_7008,Interaction_T1,The bag.,The broom.,The dish.,The towel.,The dish.
813,J4RPL_16.5_22.5,Which object was put down by the person?,0,Interaction_T1_7016,Interaction_T1,The paper/notebook.,The bag.,The clothes.,The towel.,The paper/notebook.
814,J4RPL_0_4.8,Which object was taken by the person?,0,Interaction_T1_7017,Interaction_T1,The paper/notebook.,The laptop.,The picture.,The cup/glass/bottle.,The paper/notebook.
815,JOYAJ_13.4_19.4,Which object was closed by the person?,0,Interaction_T1_7064,Interaction_T1,The refrigerator.,The box.,The laptop.,The door.,The refrigerator.
816,55AH5_15.1_21.8,Which object was lied on by the person?,0,Interaction_T1_7078,Interaction_T1,The sofa/couch.,The refrigerator.,The bed.,The floor.,The sofa/couch.
817,L58KN_8.5_13.6,Which object was thrown by the person?,0,Interaction_T1_7080,Interaction_T1,The towel.,The blanket.,The bag.,The pillow.,The towel.
818,L58KN_8.2_13.6,Which object was put down by the person?,0,Interaction_T1_7081,Interaction_T1,The towel.,The clothes.,The picture.,The cup/glass/bottle.,The towel.
819,M5UQR_12.4_19.7,Which object was put down by the person?,3,Interaction_T1_7085,Interaction_T1,The picture.,The cup/glass/bottle.,The food.,The phone/camera.,The phone/camera.
820,937EW_25_33,Which object was tidied up by the person?,2,Interaction_T1_7088,Interaction_T1,The clothes.,The blanket.,The closet/cabinet.,The table.,The closet/cabinet.
821,937EW_0_5,Which object was taken by the person?,3,Interaction_T1_7089,Interaction_T1,The food.,The shoe.,The sandwich.,The clothes.,The clothes.
822,937EW_6.7_14.1,Which object was taken by the person?,3,Interaction_T1_7090,Interaction_T1,The laptop.,The pillow.,The cup/glass/bottle.,The clothes.,The clothes.
823,MNC10_11.7_17.5,Which object was taken by the person?,2,Interaction_T1_7091,Interaction_T1,The cup/glass/bottle.,The paper/notebook.,The food.,The sandwich.,The food.
824,IKJB4_14.5_23.6,Which object was put down by the person?,0,Interaction_T1_7094,Interaction_T1,The paper/notebook.,The laptop.,The broom.,The dish.,The paper/notebook.
825,I562C_14.5_19.9,Which object was taken by the person?,1,Interaction_T1_7096,Interaction_T1,The box.,The dish.,The phone/camera.,The bag.,The dish.
826,UVP3F_4.1_13,Which object was opened by the person?,0,Interaction_T1_7103,Interaction_T1,The refrigerator.,The box.,The window.,The book.,The refrigerator.
827,UVP3F_7.9_13.3,Which object was closed by the person?,2,Interaction_T1_7104,Interaction_T1,The closet/cabinet.,The laptop.,The refrigerator.,The door.,The refrigerator.
828,GPR89_51.1_56.9,Which object was put down by the person?,1,Interaction_T1_7107,Interaction_T1,The cup/glass/bottle.,The paper/notebook.,The sandwich.,The food.,The paper/notebook.
829,KRLT7_4.7_12.5,Which object was thrown by the person?,1,Interaction_T1_7114,Interaction_T1,The broom.,The clothes.,The pillow.,The blanket.,The clothes.
830,QEV60_2.7_8.5,Which object was put down by the person?,3,Interaction_T1_7124,Interaction_T1,The dish.,The broom.,The food.,The pillow.,The pillow.
831,QEV60_0_4.6,Which object was taken by the person?,2,Interaction_T1_7125,Interaction_T1,The blanket.,The food.,The pillow.,The cup/glass/bottle.,The pillow.
832,9OMY1_22_28,Which object was sat on by the person?,0,Interaction_T1_7145,Interaction_T1,The sofa/couch.,The bed.,The floor.,The table.,The sofa/couch.
833,9OMY1_1.2_6.3,Which object was opened by the person?,1,Interaction_T1_7146,Interaction_T1,The bag.,The box.,The closet/cabinet.,The laptop.,The box.
834,JLGLU_15.4_22.9,Which object was taken by the person?,2,Interaction_T1_7148,Interaction_T1,The phone/camera.,The clothes.,The towel.,The cup/glass/bottle.,The towel.
835,F24GU_10.8_18.7,Which object was lied on by the person?,0,Interaction_T1_7151,Interaction_T1,The floor.,The bed.,The sofa/couch.,The blanket.,The floor.
836,IZ2XX_9.1_14.2,Which object was put down by the person?,1,Interaction_T1_7153,Interaction_T1,The shoe.,The book.,The bag.,The food.,The book.
837,GO761_3.5_9.7,Which object was taken by the person?,2,Interaction_T1_7154,Interaction_T1,The phone/camera.,The book.,The pillow.,The bag.,The pillow.
838,GO761_3_12,Which object was put down by the person?,1,Interaction_T1_7155,Interaction_T1,The towel.,The pillow.,The paper/notebook.,The phone/camera.,The pillow.
839,KONWE_17.6_22.5,Which object was thrown by the person?,2,Interaction_T1_7159,Interaction_T1,The blanket.,The clothes.,The pillow.,The shoe.,The pillow.
840,UMT5R_0_6,Which object was taken by the person?,0,Interaction_T1_7166,Interaction_T1,The bag.,The cup/glass/bottle.,The clothes.,The book.,The bag.
841,OE751_18.4_23.8,Which object was taken by the person?,2,Interaction_T1_7182,Interaction_T1,The cup/glass/bottle.,The bag.,The blanket.,The paper/notebook.,The blanket.
842,1HGEX_16.8_24.4,Which object was opened by the person?,0,Interaction_T1_7183,Interaction_T1,The book.,The box.,The window.,The door.,The book.
843,1HGEX_26.8_31,Which object was closed by the person?,1,Interaction_T1_7184,Interaction_T1,The door.,The book.,The closet/cabinet.,The box.,The book.
844,1HGEX_15.1_21.1,Which object was taken by the person?,1,Interaction_T1_7185,Interaction_T1,The food.,The book.,The dish.,The box.,The book.
845,EDXBD_0_9.7,Which object was sat at by the person?,0,Interaction_T1_7203,Interaction_T1,The table.,The bed.,The floor.,The sofa/couch.,The table.
846,V115C_17.6_25,Which object was put down by the person?,3,Interaction_T1_7208,Interaction_T1,The laptop.,The cup/glass/bottle.,The pillow.,The clothes.,The clothes.
847,V115C_18.2_23,Which object was thrown by the person?,1,Interaction_T1_7209,Interaction_T1,The pillow.,The clothes.,The towel.,The shoe.,The clothes.
848,428VQ_3.8_8.5,Which object was closed by the person?,1,Interaction_T1_7231,Interaction_T1,The refrigerator.,The book.,The box.,The door.,The book.
849,428VQ_0_8,Which object was opened by the person?,3,Interaction_T1_7232,Interaction_T1,The door.,The bag.,The refrigerator.,The book.,The book.
850,NR9L2_16.4_23.7,Which object was opened by the person?,1,Interaction_T1_7233,Interaction_T1,The laptop.,The closet/cabinet.,The door.,The bag.,The closet/cabinet.
851,NR9L2_18.3_27.8,Which object was put down by the person?,2,Interaction_T1_7234,Interaction_T1,The blanket.,The phone/camera.,The food.,The clothes.,The food.
852,NR9L2_15.3_23.2,Which object was closed by the person?,1,Interaction_T1_7235,Interaction_T1,The door.,The closet/cabinet.,The window.,The laptop.,The closet/cabinet.
853,QPX3S_6.4_11.4,Which object was put down by the person?,2,Interaction_T1_7248,Interaction_T1,The clothes.,The sandwich.,The food.,The bag.,The food.
854,RBC8N_16.4_25.2,Which object was taken by the person?,2,Interaction_T1_7254,Interaction_T1,The cup/glass/bottle.,The clothes.,The pillow.,The broom.,The pillow.
855,KFGXC_10.8_17.7,Which object was put down by the person?,1,Interaction_T1_7271,Interaction_T1,The book.,The food.,The cup/glass/bottle.,The clothes.,The food.
856,B7LO8_0_5.9,Which object was taken by the person?,3,Interaction_T1_7276,Interaction_T1,The box.,The shoe.,The cup/glass/bottle.,The clothes.,The clothes.
857,B7LO8_14.5_19,Which object was taken by the person?,0,Interaction_T1_7277,Interaction_T1,The phone/camera.,The food.,The box.,The pillow.,The phone/camera.
858,IKZN3_8.1_13.5,Which object was put down by the person?,1,Interaction_T1_7280,Interaction_T1,The dish.,The cup/glass/bottle.,The picture.,The bag.,The cup/glass/bottle.
859,IU5TH_6.6_14.2,Which object was closed by the person?,0,Interaction_T1_7289,Interaction_T1,The laptop.,The window.,The closet/cabinet.,The door.,The laptop.
860,E6A0Y_5_11,Which object was put down by the person?,1,Interaction_T1_7301,Interaction_T1,The cup/glass/bottle.,The clothes.,The box.,The shoe.,The clothes.
861,E6A0Y_5.9_13.4,Which object was washed by the person?,2,Interaction_T1_7302,Interaction_T1,The mirror.,The cup/glass/bottle.,The clothes.,The dish.,The clothes.
862,KUBUA_0_6.1,Which object was put down by the person?,0,Interaction_T1_7315,Interaction_T1,The broom.,The cup/glass/bottle.,The food.,The blanket.,The broom.
863,DQ46N_22.4_28.7,Which object was closed by the person?,0,Interaction_T1_7326,Interaction_T1,The closet/cabinet.,The window.,The laptop.,The door.,The closet/cabinet.
864,M1TZR_27.5_36.2,Which object was taken by the person?,0,Interaction_T1_7332,Interaction_T1,The towel.,The cup/glass/bottle.,The broom.,The laptop.,The towel.
