,video_name,question,question_id,answer,video_id,question_type,a0,a1,a2,a3,a4
484,3718722735,why is the pink shirt girl looking down at the waters as she walks,3718722735_CW_4,careful not to fall,3718722735,CW,take photos,attracted towards the toy,to drink water,careful not to fall,prevent her from coming
485,13256002144,why are the people moving in the same way and directions,13256002144_CW_7,one direction only,13256002144,CW,engrossed in music,uniform,one direction only,dancing,dancing with the baby
486,6990172057,why are the children wearing helmets,6990172057_CW_1,rock climbing,6990172057,CW,skiing,rock climbing,rugby player,play baseball,sledding
487,5463556386,why did the guy move his head while playing the guitar,5463556386_CW_8,engrossed in performance,5463556386,CW,restless,strumming the guitar,playing different roles,engrossed in performance,read book
488,2830844169,why was the boy raising his hands throughout the video,2830844169_CW_2,tilt bottle to drink,2830844169,CW,to see how to move the rod,check if there s any milk left,part of the dance routine,holding something in hands,tilt bottle to drink
489,4688033528,why is the man in blue looking at the paper so closely,4688033528_CW_4,check a picture on it,4688033528,CW,sharing with his friends,listening to him,spectate his practice,show something,check a picture on it
490,5460608032,why was the man in blue standing beside his bicycle at the end of the video,5460608032_CW_2,resting,5460608032,CW,pick up cloth,resting,catch the ball,boy in white stopped,look at scenery
491,5209164320,why does the lady in blue put her hand at her mouth near the end,5209164320_CW_4,blow harmonica,5209164320,CW,blow harmonica,taking photo,play the piano,to sing,to drink
492,6315028936,why did the baby lean forward,6315028936_CW_5,fidgeting around,6315028936,CW,dance,fidgeting around,looking at dog,trying to reach toys,looking at the toys
493,8411367591,why did the man in red pick up the boy in green after his legs were hugged tightly by him,8411367591_CW_2,to play with him,8411367591,CW,to play with him,to kiss him,let baby watch the phone,to play his microphone,unwrap present
494,12208961114,why is the boy in blue brushing the woman s hair,12208961114_CW_1,straighten it,12208961114,CW,straighten it,ready to catch the toy,make sounds with baby s mouth,carry her,entertain dog and baby
495,9388233379,why are the performers standing on a ledge,9388233379_CW_0,performing an act,9388233379,CW,main performer,posing,look cool,music performance,performing an act
496,4163033472,why does the blonde child put her book down at the start of the video,4163033472_CW_0,leave seat to go somewhere else,4163033472,CW,look at monkey on the right,leave seat to go somewhere else,jump higher,leave seat to take out shoes,laugh
497,3250020598,what did the lady do after the girl fell onto the ground in the middle of the video,3250020598_TN_6,spin the girl around,3250020598,TN,pick up something,spin the girl around,dances,touch the child s head,push cheeks up
498,6783533553,why does the musician move his body back and forth,6783533553_CW_3,feel the music,6783533553,CW,change the chord,play for fun,hand gesture while talking,feel the music,dancing
499,5228329870,why did the baby bite onto the pacifier when he watches something on the screen,5228329870_CW_1,chew on it,5228329870,CW,attract the mother,playing,chew on it,fasicnated by bottle,curious what it is
500,3277823769,what does the baby do after falling down in the cot after standing in the middle of the video,3277823769_TN_4,tried to get up again,3277823769,TN,hold up toy in hand,dances,put balloon above him,lay down,tried to get up again
501,3265024425,what does the male lion do after the female lion approaches at the end of the video,3265024425_TN_8,walks forward,3265024425,TN,lie on the ground,walks forward,walk away from her,clean his hands,move his head
502,10830982353,what did the man in checkered shirt do after he received the food,10830982353_TN_0,walk away,10830982353,TN,walk away,chew,dance,clap his hands,buttons it up
503,4810458386,why is the man on the right moving his fingers at the start of the video,4810458386_CW_4,talking,4810458386,CW,talking,guide others how to use,watching his model move,lean towards the boy,trying to open present
504,4660797892,why are the girls wearing the same outfits,4660797892_CW_2,group performance,4660797892,CW,school uniform,they are twins,group performance,wedding outfits,sport team
505,5769549970,why did the people in the car dragged the policeman into the car,5769549970_CW_3,beat him up,5769549970,CW,bringing him on a trip,capture moments,find another car,change the car's direction,beat him up
506,5827074668,why did the man reach out his hand to the baby after moving back,5827074668_CW_3,move baby away from tool,5827074668,CW,feed baby food,move baby away from tool,to hug baby,to get the toy,play with girl
507,5635020430,why does the topless man swipe his face in the middle of the video,5635020430_CW_3,remove the salt water,5635020430,CW,to get down on slide,remove the salt water,sand on his nose,dust on his eyes,he is bored
508,2401079660,why did the baby turn behind towards the man s direction in the middle of the video,2401079660_CW_10,look at the man,2401079660,CW,to climb down the stairs,hold it in a different way,look at someone,play with toy,look at the man
509,5649162069,what does the man with blue controller do after walking forward at the end,5649162069_TN_8,turn back,5649162069,TN,move to the man in blue,put his arm around another boy,points to the right,cry and shout,turn back
510,6346290362,why did the green bottle baby let go of the woman s hands before walking to the stroller,6346290362_CW_3,want to walk himself,6346290362,CW,pat the dog,support the dog,to prevent fire,wants to be beside her,want to walk himself
511,9284736689,why is the man in black singlet running across different rooms,9284736689_CW_4,jogging,9284736689,CW,let the dog follow him,find his bikes,to take out the present,jogging,want to go toilet
512,3278126113,why did the lady bend forward in the video,3278126113_CW_13,support baby,3278126113,CW,support baby,waves,pick the baby up,to get down,picking something
513,2776803136,why did the lady stretched her arm towards the boy at the beginning of the video,2776803136_CW_11,give the boy something,2776803136,CW,fidgeting around,to get closer to camera,pushing girl back,pick up the mask,give the boy something
514,4126506012,why does the man stand still while playing,4126506012_CW_4,calm,4126506012,CW,so that is more stable,wait for boy to lose,calm,television not working,not his turn
515,5783801873,why did the motorcyclist put his legs down when he approach the small opening,5783801873_CW_2,balance his bike,5783801873,CW,following the beat,balance his bike,dance performance,kick stone on road,prevent hitting the barriers
516,2713525734,why did the brown jacket man kick his leg before walking,2713525734_CW_1,stretch,2713525734,CW,safety,carry the bunny,strike a pose,practicing,stretch
517,3961320600,what does the boy do after the dog runs past,3961320600_TN_5,put the bike down,3961320600,TN,move its head to his arm,continue rubbing dog s head,put the bike down,jump around,put hand on floor
518,2640372277,why is the baby in orange swaying and dancing while sitting on the chair,2640372277_CW_0,happy,2640372277,CW,trying to play piano,to move the chair,dancing,happy,trying to move
519,3347998465,how did the girl in pink moved herself towards the other green pole in the middle of the video,3347998465_CH_9,jumping,3347998465,CH,turns the handle,jumping,hug,using 2 fingers,hold baby s hands
520,4531056940,why does the man with brown jacket raise his left arm at the start of the video,4531056940_CW_1,to adjust his sleeve,4531056940,CW,to be closer to the microphone,put water in cup,maintain balance,to adjust his sleeve,point at him
521,6320419082,what did the girl in colourful shirt do after the girl in pink sat down,6320419082_TN_6,sit down,6320419082,TN,reading her paper,taps water with her foot,watching the baby and lady,pin woman s hair,sit down
522,3018394896,why did the 3 ladies let go of thier hands after circling for awhile,3018394896_CW_1,switch moves,3018394896,CW,switch moves,hi-five,dance routine,let the dog climb on her,done speaking
523,6346290362,what does the green bottle baby do after letting go of the woman s hand,6346290362_TN_9,walk around,6346290362,TN,swing,talk to baby,look at girl in red,struts onto the stage,walk around
